Page,Question,Answer
page_107.png,"What was the impact of the actuarial losses from defined benefit superannuation plans on the Group's retained profits for the year ended June 30, 2024?",A decrease of $168 million.  
page_107.png,"What was the total amount available for appropriation for the Group for the year ended June 30, 2024?","$49,236 million.  "
page_107.png,"How much was transferred from the asset revaluation reserve to retained profits for the Group during the year ended June 30, 2024?",$1 million.  
page_107.png,"What was the closing balance of the asset revaluation reserve for the Bank as of June 30, 2024?",$278 million.  
page_107.png,"What was the impact of currency translation adjustments of foreign operations on the Group's foreign currency translation reserve for the year ended June 30, 2024?",A decrease of $55 million.  
page_107.png,"What was the closing balance of the cash flow hedge reserve for the Bank as of June 30, 2024?","$(1,222) million.  "
page_107.png,"How much interest income was transferred to the Income Statement from the cash flow hedge reserve for the Bank during the year ended June 30, 2024?","$2,657 million.  "
page_107.png,"What was the current period movement in the employee compensation reserve for the Bank for the year ended June 30, 2024?",A decrease of $1 million.  
page_107.png,"What was the total amount of shareholders' equity attributable to equity holders of the Bank as of June 30, 2024?","$73,088 million."
page_108.png,What comprises Shareholders' equity as per the accounting policies?,"Shareholders' equity includes ordinary share capital, retained profits, and reserves.  "
page_108.png,How are ordinary shares recognized in the financial statements?,"Ordinary shares are recognized at the amount paid up per ordinary share, net of directly attributable issue costs.  "
page_108.png,What happens when the Bank or entities within the Group purchase shares in the Bank?,"The consideration paid is deducted from total shareholders' equity, and the shares are treated as treasury shares until subsequently sold, reissued, or canceled.  "
page_108.png,What does retained profits include?,"Retained profits include the accumulated profits for the Group, including certain amounts recognized directly in retained profits, less dividends paid.  "
page_108.png,What is the purpose of the asset revaluation reserve?,The asset revaluation reserve is used to record revaluation adjustments on the Group's property assets.  
page_108.png,What was the total dividend paid for ordinary shares in fiscal year 2024?,"$3,600 million.  "
page_108.png,What was the proposed final dividend per share for fiscal year 2024?,250 cents.  
page_108.png,What is the target full-year payout ratio according to the dividend policy?,70-80%.  
page_108.png,"What is the estimated value of Australian franking credits available to the Group as of June 30, 2024?","$1,861 million.  "
page_108.png,"What was the estimated value of New Zealand imputation credits available to CBA as of June 30, 2024?",NZ$894 million.
page_109.png,What is the dividend payout ratio for the half-year ended 30 June 2024?,90.3%  
page_109.png,When is the dividend payment date for the 30 June 2024 dividend?,On or around 27 September 2024.  
page_109.png,What factors does the Board consider when determining the dividend amount?,The Group's relative capital strength and existing dividend payout ratio guidelines.  
page_109.png,What is the Commonwealth Bank's Risk Management Framework (RMF) designed to address?,"Financial, non-financial, and strategic risks through the products and services it offers.  "
page_109.png,How does the RMF adapt to changes in the business environment?,"It evolves to accommodate changes in the business operating environment, better risk practices, and regulatory and community expectations.  "
page_109.png,Which committees oversee aspects of risk management at the CBA Group Board level?,"Risk & Compliance Committee, Audit Committee, Nominations Committee, and People & Remuneration Committee.  "
page_109.png,What is defined as Strategic Risk for the Commonwealth Bank?,Value destruction or less than planned value creation due to changes in the external and internal operating environment.  
page_109.png,What are examples of Level 1 Liquidity Risk?,"The image does not provide examples of Level 1 Liquidity Risk, it only defines Liquidity Risk as the inability to meet financial obligations as they fall due.  "
page_109.png,What are examples of Emerging Risks for the Commonwealth Bank?,"Macro-economic conditions, Competition, Technology, Resilience and Workforce, and Regulatory factors.  "
page_109.png,Where can further details on material risks and their management be found?,"Within this note (Note 9, Risk Management)."
page_110.png,What are the three key documents incorporated into Commonwealth Bank's Risk Management Framework (RMF)?,"The Group's Business Plan, the Group Risk Appetite Statement (RAS), and the Group Risk Management Approach (RMA).  "
page_110.png,What is the purpose of the Group Risk Appetite Statement (RAS)?,The RAS establishes the type and degree of risk the Board is prepared to accept and the level of risk the Group must operate within while executing the Group Strategy.  
page_110.png,What is the role of the Risk and Compliance Committee in risk governance?,"The Risk and Compliance Committee oversees the RMF and helps formulate the Group's risk appetite for the Board's consideration.  It also monitors the Group's risk profile, including emerging risks, and reviews regular reports on risk measurement and the adequacy and effectiveness of risk management and internal control systems.  "
page_110.png,How is risk governance implemented at the management level?,"Through a structured hierarchy of personal delegations, management committees, and forums across the Group.  "
page_110.png,Where is the majority of risk reporting provided at the Board level?,To the Risk and Compliance Committee.  
page_110.png,"What is the purpose of the Risk policies, standards, and procedures?",To outline the principles and practices used in identifying and assessing material risks and translate the RAS into daily business activities.  
page_110.png,What are the three components of the risk infrastructure supporting the RMF?,"Risk processes, management information systems, and data, risk models, and tools.  "
page_110.png,How does the Three Lines of Accountability (3LoA) model contribute to risk management?,"It organizes accountabilities to ensure risk is well managed through the separation of roles for managing risks, developing risk frameworks, defining risk boundaries, and providing independent assurance over risk management effectiveness.  "
page_110.png,How does Commonwealth Bank promote awareness of risk management responsibilities and framework among its employees?,"Through communication of the RAS and RMA, performance and remuneration frameworks, Group Mandatory Learning modules, the Risk Management Capability Framework, and induction and ongoing learning.  "
page_110.png,What does Commonwealth Bank's Board do annually regarding risk culture?,"The Board forms a view of the Group's risk culture and identifies desirable changes, initiating and monitoring action plans for improvement and sustainability."
page_111.png,What are the two main categories of credit risk the Group is exposed to?,Retail Credit Risk and Non-Retail Credit Risk.  
page_111.png,What are the two types of lending that comprise Retail Credit Risk?,Residential mortgage lending and unsecured retail lending.  
page_111.png,What committee oversees Loan Loss Provisioning?,The Loan Loss Provisioning Committee.  
page_111.png,What is one of the key controls for mitigating credit risk related to counterparty selection?,Transacting with counterparties that demonstrate the ability and willingness to service their obligations through due diligence and appropriate credit quality assessments.  
page_111.png,What are the two components of liquidity risk as described in the report?,Funding liquidity risk (the risk of not being able to meet financial obligations as they fall due) and market liquidity risk (the risk that liquidity in financial markets may reduce significantly).  
page_111.png,What is the Group's primary strategic document for managing wholesale funding?,The Annual Funding Strategy (a three-year funding plan).  
page_111.png,What is the Contingent Funding Plan designed to address?,Liquidity shortfalls in a crisis situation.  
page_111.png,What are two examples of market risks the Group is exposed to?,Traded Market Risk and Interest Rate Risk in the Banking Book (IRRBB).  
page_111.png,What is the Group's policy regarding proprietary trading?,No proprietary trading unrelated to the core principal trading and within approved business strategy.  
page_111.png,What is one of the regular monitoring activities related to IRRBB?,"Regular monitoring of IRRBB market risk exposures against limits including risk sensitivities, credit spread risk, Value at Risk, Net Interest Earnings at Risk, and stress testing."
page_112.png,What are the key operational risks faced by the Commonwealth Bank Group?,"The Group's key operational risks include Accounting and Taxation Risk, Artificial Intelligence Risk, Business Disruption Risk, Cybersecurity Risks, Data Management Risk, Fraud and Scams Risk (external and internal), Legal Risk, Model Risk, People Risk, Technology Risk, Third Party Risks, and Transaction Processing Risk.  "
page_112.png,What is the purpose of the Regular Risk and Control Self-Assessment (RCSA)?,The RCSA assesses key risks and controls for a Business Unit/Support Unit (BU/SU).  
page_112.png,How does the Group use the data collected from incident management?,The data is used to guide management to strengthen processes and controls.  
page_112.png,What is the role of Line 2 Risk teams in operational risk management?,Line 2 Risk teams undertake assurance to assess that operational risks are appropriately identified and managed across the Group.  
page_112.png,What are the key compliance risks faced by the Commonwealth Bank Group?,"Key compliance risks include non-compliance with laws, regulations, rules, and license conditions; breaches of privacy laws related to personal information; financial crime (AML, CTF, ABC, ATF, Sanctions); and poor conduct related to product design/distribution, market conduct, anti-competitive practices, and debt collection.  "
page_112.png,What measures does the Group take to manage Regulatory and Licensing Obligations (RLO) and Privacy Risk?,"Measures include incorporating RLO and Privacy Risk indicators in the Group Risk Assessment System (RAS), mandatory online training, regulatory change management, maintaining Obligation Registers, RLO and Privacy Risk profiling, group-wide minimum standards, and cooperative relationships with regulators.  "
page_112.png,What is the purpose of the Joint AML/CTF Group Program?,"The document does not specify the exact purpose, only that it is a governing policy related to compliance risk management.  "
page_112.png,What are some of the key controls implemented for Financial Crime Compliance?,"Key controls include implementing an AML/CTF Program, pre-employment due diligence, enhanced screening for high-risk roles, staff training and awareness sessions, customer onboarding processes, ongoing customer due diligence, risk assessments, enhanced due diligence for higher-risk customers, monitoring customer transactions, statutory reporting, and controls to prevent corruption and tax evasion.  "
page_112.png,"What is the ""Should We?"" test in the context of Conduct Risk management?","The ""Should We?"" test, along with the Code of Conduct, is consistently applied to ensure the right outcome for customers.  "
page_112.png,What is the role of the Non-Financial Risk Committee in risk management?,The document doesn't specify the exact role beyond identifying it as a Key Management Committee for operational risk.
page_113.png,What are the two major segments of Commonwealth Bank's credit risk portfolio?,The two major segments are Retail managed segment and Risk-rated segment.  
page_113.png,What sub-segments are covered under the Retail managed segment?,"Housing loans, credit cards, personal loans, personal overdrafts, and most non-retail lending where aggregated credit exposure to a related borrower group is less than $1.5 million.  "
page_113.png,How are credit applications approved for eligible borrowers in the Retail managed segment?,"Auto-decisioning is used, employing a scorecard approach based on factors including historical experience, credit bureau information, existing borrower knowledge, and updated information.  "
page_113.png,What happens to loan applications that don't meet the auto-decisioning requirements in the Retail managed segment?,They are referred to a Personal Credit Approval Authority (PCAA) for manual decisioning.  
page_113.png,How does the bank manage the Retail managed portfolio after loan origination?,"They use behavioural scoring systems and a delinquency band approach, with different actions for repayments >30 days and >60 days past due.  "
page_113.png,What types of exposures are included in the Risk-rated segment?,"Non-retail exposures, including financial institution and sovereign exposures.  "
page_113.png,What is the basis for assigning a Credit Risk-Rating (CRR) in the Risk-rated segment?,Probability of Default (PD) and Loss Given Default (LGD).  
page_113.png,How is the PD rating determined for customers in the Risk-rated segment?,"Using a PD Rating Model, an approved PD Rating Method, or expert judgment.  "
page_113.png,When is expert judgment used in determining the PD rating?,When the transaction's complexity or the borrower's characteristics make it inappropriate to rely solely on a statistical model.  
page_113.png,What are the three purposes of the CRR?,"To assess changes in borrower credit quality, influence decisions on approval/management/pricing of individual credit facilities, and provide the basis for reporting the Group's credit portfolio details."
page_114.png,How does the Commonwealth Bank calculate Expected Loss (EAD) for committed facilities?,EAD for committed facilities is calculated based on the actual amount outstanding plus the undrawn amount multiplied by a credit conversion factor (CCF).  
page_114.png,What does the Credit Conversion Factor (CCF) represent?,The CCF represents the potential rate of conversion from undrawn 12 months prior to default to drawn at default.  
page_114.png,How is EAD calculated for uncommitted facilities?,"For uncommitted facilities, the EAD will generally be the drawn balance only.  "
page_114.png,What factors influence the Loss Given Default (LGD) calculation?,"LGD is impacted by the level of security cover and the type of collateral held, liquidity and volatility in the value of collateral, carrying costs, and realisation costs.  "
page_114.png,What is the bank's approach to managing climate-related risks in its credit portfolio as of 30 June 2024?,"The bank concluded that no adjustments for climate risk are required to provisions for impairment as of 30 June 2024, but acknowledges the evolving nature of climate change and its potential future impact.  "
page_114.png,What types of collateral are typically accepted for loans and receivable balances?,"The principal collateral types are mortgages over residential and commercial real estate, and charges over business assets such as cash, shares, inventory, fixed assets, and accounts receivable.  "
page_114.png,"Is collateral typically required for government, financial institution, and corporate borrowers?","Collateral security is generally *not* taken for government, financial institution, and corporate borrowers that are often externally rated and of strong financial standing.  "
page_114.png,What is the bank's policy on collateral for short-term revolving consumer credit?,Short-term revolving consumer credit is generally not secured by formal collateral.  
page_114.png,Where can further details about collateral mitigating credit risk for key lending portfolios be found?,Further details are available in the table 'Collateral held against loans and other receivables' within this note.  
page_114.png,Is collateral generally sought for cash and liquid asset balances?,"Collateral is not usually sought for the majority of cash and liquid asset balances as these exposures are generally considered low risk.  However, securities purchased under agreement to resell are collateralized by highly liquid debt securities."
page_115.png,"What was the total on-balance sheet credit risk exposure for Australia as of June 30, 2024?","$1,033,420 million.  "
page_115.png,"What was the largest industry/sector exposure for Australian on-balance sheet assets as of June 30, 2024?","Other comm and indust. at $610,314 million.  "
page_115.png,"What was the total credit risk exposure related to commitments to provide credit and other commitments in Australia as of June 30, 2024?","$156,428 million.  "
page_115.png,"What was the total credit risk exposure for Australia (including on- and off-balance sheet) as of June 30, 2024?","$1,206,054 million.  "
page_115.png,"What was the total on-balance sheet credit risk exposure for Overseas as of June 30, 2024?","$207,199 million.  "
page_115.png,"What was the credit risk exposure for Loans and other receivables in Overseas as of June 30, 2024?","$117,257 million.  "
page_115.png,"What was the total credit risk exposure related to commitments to provide credit and other commitments in Overseas as of June 30, 2024?","$27,572 million.  "
page_115.png,"What was the total credit risk exposure for Overseas (including on- and off-balance sheet) as of June 30, 2024?","$236,091 million.  "
page_115.png,"What does the term ""Other"" predominantly comprise in the context of reconciling to the balance sheet?","Assets which do not give rise to credit exposure, including property, plant and equipment, investment in associates and joint ventures, equity investments at fair value through other comprehensive income, intangible assets, deferred tax assets and other assets.  "
page_115.png,How are loans and other receivables presented in the financial statements?,Gross of provisions for impairment and unearned income in line with Note 3.1.
page_116.png,What percentage of the Group's gross loans and other receivables are domestic mortgage loans?,63% of the Group's gross loans and other receivables are domestic mortgage loans.  
page_116.png,What is the Group's policy regarding excessive risk concentrations to specific countries or industries?,Excessive risk concentrations are managed through the Country Risk Exposure Policy and Industry Sector Concentration Policy.  
page_116.png,How does the Group classify a financial asset when a borrower is in default or a facility is restructured on non-commercial terms?,The financial asset is classified and reported as non-performing.  
page_116.png,What is the basis for segmenting loans in retail and risk-rated portfolios for credit quality assessment?,The segmentation is based on benchmarking a borrower's internally assessed Probability of Default (PD) to S&P Global ratings.  
page_116.png,"What was the total gross carrying amount of loans and other receivables for the Group as of June 30, 2024?","$948,123 million.  "
page_116.png,"What was the total impairment provision for the Group's undrawn credit commitments as of June 30, 2024?","The total impairment provision was not explicitly provided for undrawn credit commitments; it's given for total credit exposures, which is $(5,912) million.  "
page_116.png,"What was the total value of Financial Guarantees and other off-balance sheet instruments for the Group as of June 30, 2024?","$23,717 million.  "
page_116.png,What percentage of Stage 2 credit exposures are accounted for by the assessment of significant increase in credit risk using forward-looking scenarios and adjustments for emerging risk?,Approximately 64%.  
page_116.png,"What was the impact of the new models implemented for unsecured retail portfolios during the year ended June 30, 2024?",The new models resulted in a reduction in provisions and a higher proportion of exposures allocated to Stage 1.  
page_116.png,"What was the impact of the recalibrated capital model for the large corporate portfolio during the year ended June 30, 2024?","It resulted in a higher proportion of exposures allocated to Stage 2, but did not significantly impact provisioning levels as an increase in provisions for the expected impact of model recalibration had been recognized in the prior year."
page_117.png,"What was the total value of retail secured exposures classified as ""Weak"" as of June 30, 2024?",$7.712 million.  
page_117.png,"What percentage of total retail unsecured credit exposure was provisioned for impairment as of June 30, 2024?",1.4%  
page_117.png,"What was the total impairment provision for non-retail exposures as of June 30, 2024?",$(3.070) million.  
page_117.png,"What was the total value of all credit exposures (Retail Secured, Retail Unsecured, and Non-Retail) as of June 30, 2024?","$1,142.187 million.  "
page_117.png,"What was the total impairment provision across all credit exposures as of June 30, 2024?",$(6.135) million.  
page_117.png,"What was the total gross carrying amount of loans and other receivables as of June 30, 2023?",$931.873 million.  
page_117.png,"What was the total value of undrawn credit commitments classified as ""Weak"" as of June 30, 2023?",$863 million.  
page_117.png,"What was the total impairment provision for financial guarantees and other off-balance sheet instruments as of June 30, 2023?",$(159) million.  
page_117.png,"According to note 2, what impact did the implementation of new models for unsecured retail portfolios have during the year ended June 30, 2024?",It resulted in a reduction in provisions and a higher proportion of exposures allocated to Stage 1.  
page_117.png,"According to note 3, what regulatory change affected residential mortgage PD models during the year ended June 30, 2023, and what was its impact?","APRA approved a revised residential mortgage PD model, leading to movements in PD bands and a reduction in exposures in the ""weak"" category."
page_118.png,"What was the total retail secured exposure for the Group as of June 30, 2023?",$728.269 million.  
page_118.png,"What percentage of the Group's retail unsecured credit exposure was provisioned for impairment as of June 30, 2023?",4.1%.  
page_118.png,"What was the total non-retail credit exposure classified as ""Weak"" for the Group as of June 30, 2023?",$8.641 million.  
page_118.png,"What was the total impairment provision for the Group's total credit exposures as of June 30, 2023?",($5.950) million.  
page_118.png,"What was the Bank's total gross carrying amount for loans and other receivables as of June 30, 2024?",$839.345 million.  
page_118.png,"What was the total undrawn credit commitments for the Bank as of June 30, 2024, categorized as ""Weak""?",$710 million.  
page_118.png,"What was the total impairment provision for the Bank's total credit exposures as of June 30, 2024?",($5.524) million.  
page_118.png,"What percentage of the Bank's financial guarantees and other off-balance sheet instruments credit exposure was provisioned for impairment as of June 30, 2024?",0.9%.  
page_118.png,"What impact did the implementation of new models for the domestic home lending portfolio have on the Group's credit exposures as of June 30, 2023?","It resulted in a higher proportion of exposures allocated to Stage 2, closer to industry averages, without significantly changing total provisioning levels.  "
page_118.png,"What was the primary driver for the recalibration of the capital model for the large corporate portfolio for the Bank during the year ended June 30, 2024?","It resulted in a higher proportion of exposures allocated to Stage 2.  The Bank recognized an increase in provisions for the expected impact of model recalibration in the prior year, minimizing the impact on current provisioning levels."
page_119.png,"What was the total value of Retail Secured exposures as of June 30, 2024?",$666.031 million.  
page_119.png,"What percentage of provisions did the bank hold against its retail secured exposures as of June 30, 2024?",0.3%.  
page_119.png,"What was the total value of Non-Retail ""Pass"" grade exposures as of June 30, 2024?",$160.493 million.  
page_119.png,"What was the impairment provision for total Non-Retail exposures as of June 30, 2024?",$(2.727) million.  
page_119.png,"What was the total value of credit exposures across all categories as of June 30, 2024?","$1,019.462 million.  "
page_119.png,"What was the total impairment provision across all credit exposures as of June 30, 2024?",$(5.524) million.  
page_119.png,"What percentage of Stage 2 exposures did the assessment of significant increase in credit risk account for as of June 30, 2024?",Approximately 64%.  
page_119.png,"What impact did the implementation of new models for unsecured retail portfolios have in the year ended June 30, 2024?",A reduction in provisions and a higher proportion of exposures allocated to Stage 1.  
page_119.png,"What change did the bank implement regarding the large corporate portfolio during the year ended June 30, 2024?","Recalibration of the capital model, resulting in a higher proportion of exposures allocated to Stage 2.  "
page_119.png,What impact did the recalibration of the capital model for the large corporate portfolio have on provisioning levels?,Not a significant impact.
page_120.png,What was the total retail secured exposure for the bank as of 30 June 2023?,$646.076 million.  
page_120.png,"What percentage of the bank's total retail secured exposures were classified as ""Weak"" as of 30 June 2023?",Weak exposures represented 0.6% ($4.836 million out of $646.076 million) of the total retail secured exposures.  
page_120.png,What was the impairment provision for retail unsecured exposures as of 30 June 2023?,$(625) million.  
page_120.png,What percentage of total credit exposures were non-performing (Stage 3) for the bank as of 30 June 2023?,"7.7% for retail secured, 70.6% for retail unsecured, and 35.9% for non-retail, contributing to a total of 19.2% for all credit exposures.  "
page_120.png,What was the total maximum exposure for the group as of 30 June 2024?,"$1,135.724 million.  "
page_120.png,What percentage of the group's home loan exposures were partially secured as of 30 June 2024?,0.7%.  
page_120.png,"As of 30 June 2024, what proportion of the group's total exposures in ECL Stage 3 were unsecured?",6%.  
page_120.png,What was the total maximum exposure for home loans within the bank as of 30 June 2024?,$662.756 million.  
page_120.png,"According to the collateral classification, what percentage of ""Other lending"" exposures within the bank were unsecured as of 30 June 2023?",36.3%.  
page_120.png,What event led to a higher proportion of exposures being allocated to Stage 2 as of 30 June 2023?,The adoption of APRA's revised capital framework from 1 January 2023 and the implementation of new models for the domestic home lending portfolio.
page_121.png,What measure does the Commonwealth Bank use to assess traded and non-traded market risk?,The Commonwealth Bank uses Value-at-Risk (VaR) to measure traded and non-traded market risk.  
page_121.png,What confidence level does the bank use for its VaR model?,The VaR model is set at a 99.0% confidence level.  
page_121.png,What is the time horizon used for calculating VaR for traded market risk and non-traded banking book market risk respectively?,"The VaR for traded market risk uses a 10-day holding period, while the VaR for non-traded banking book market risk uses a 20-day holding period.  "
page_121.png,How many years of daily market rate movements are used in the VaR calculation for traded and non-traded market risk respectively?,Two years of daily movement are used for traded market risk and six years for non-traded banking book market risk.  
page_121.png,Does the bank solely rely on VaR for market risk management?,"No, the bank also utilizes stress testing at confidence levels higher than 99.0% to complement VaR and inform decision-making.  "
page_121.png,What was the average traded market risk VaR for the year ended 30 June 2024?,$56.6 million.  
page_121.png,What was the non-traded interest rate risk VaR as at 30 June 2023?,$380.1 million.  
page_121.png,What activity generates traded market risk for the Commonwealth Bank?,"Traded market risk arises from the Group's participation in financial markets to service customers, including trading and distributing various financial products and providing treasury, capital markets, and risk management services.  "
page_121.png,What was the total general market risk VaR as at 30 June 2024?,$34.7 million.  
page_121.png,When did the Commonwealth Bank implement a new APRA accredited market risk engine?,The new APRA accredited market risk engine was implemented in July 2023.
page_122.png,What are the two ways the Commonwealth Bank Group measures and manages the impact of interest rate risk?,The Group assesses interest rate risk from an earnings perspective over the next 12 months and from an economic value perspective.  
page_122.png,How does the Commonwealth Bank Group measure earnings risk related to interest rate changes?,"Earnings risk is measured through sensitivity analysis, applying an instantaneous 100 basis point parallel shock in interest rates across the yield curve.  "
page_122.png,What model is used to measure the prospective change to net interest income due to interest rate changes?,"An Asset and Liability Management simulation model is used, incorporating existing and anticipated new business, balance sheet product mix changes, growth, funding, and pricing strategies.  "
page_122.png,How are assets and liabilities that reprice directly from observable market rates measured in the sensitivity analysis?,They are measured based on the full extent of the rate shock applied (100 basis points).  
page_122.png,What was the average daily Non-traded interest rate risk VaR (20-day 99.0% confidence) as of 30 June 2024?,$586.7 million.  
page_122.png,What was the low daily Non-traded interest rate risk VaR (20-day 99.0% confidence) as of 30 June 2023?,$428.5 million.   
page_122.png,What constitutes structural foreign exchange risk for the Commonwealth Bank Group?,It's the risk that movements in foreign exchange rates adversely affect the Group's Australian dollar earnings and economic value when foreign currency denominated retained earnings and capital are translated into Australian dollars.  
page_122.png,Which currencies pose material risk exposures for the Group in terms of structural foreign exchange risk?,"New Zealand Dollar, US Dollar, Euro, and British Pound Sterling.  "
page_122.png,What is lease residual value risk for the Commonwealth Bank Group?,"It's the risk of a potential fall in the prices of leased assets (such as industrial, mining, rail, aircraft, marine, and other equipment) below the guarantee level at lease expiry.  "
page_122.png,"Which entity did the Commonwealth Bank Group Super Fund merge with, and what was the impact on defined benefit members?","It merged with Australian Retirement Trust (ART), and a portion of the defined benefit and all defined contribution members transferred to ART."
page_123.png,What is the primary objective of the Group's liquidity and funding policies?,"To ensure the Group meets its obligations as and when they fall due by ensuring it can raise funding (secured or unsecured), and has sufficient liquid assets to borrow against or sell without adversely affecting its net asset value.  "
page_123.png,What is the role of the Group Asset and Liability Committee (ALCO)?,"ALCO's responsibilities include asset and liability management, reviewing liquidity and funding policies and strategies, and monitoring compliance with those policies across the Group.  "
page_123.png,What is the Contingency Funding Plan?,"It's a plan detailing the Group's response to a liquidity stress event, including roles and responsibilities, early warning indicators, trigger events, and potential contingent funding actions.  "
page_123.png,What is the total value of monetary liabilities maturing between 3 to 12 months?,$220.453 million.  
page_123.png,What is the largest category of monetary liabilities as of 30 June 2024?,"Deposits and other public borrowings, totaling $890.564 million.  "
page_123.png,"What is the total value of ""Held for trading"" derivative financial instruments?",$15.069 million.  
page_123.png,"What percentage of total monetary liabilities are classified as ""Debt issues and loan capital""?","$207.643 million out of $1,213.566 million, representing approximately 17.1%.  "
page_123.png,What is the total value of off-balance sheet items?,$203.240 million.  
page_123.png,What does footnote 1 explain about deposits included in the table?,"It clarifies that these include deposits contractually at call, customer savings, and cheque accounts, providing a stable source of long-term funding.  "
page_123.png,What is the Group's approach to managing liquidity in its offshore branches and subsidiaries?,"They adhere to liquidity policies and hold appropriate foreign currency liquid assets to meet required regulations, with material banking subsidiaries required to maintain an LCR of at least 100%."
